text,label
"@Iberia Pues la verdad es que no. Pocas explicaciones, ninguna alternativa tenida en cuenta, etc. Dejando mucho que desear.",0
"@Iberia Hice una compra de pasaje y nunca llegó el mail con la confirmación, si bien figura la reserva ingresando e… https://t.co/m2sthY43us",0
@Iberia Acabo de venir del mostrador de Atención al cliente donde me mandan a llamar al teléfono. Lo chistoso es qu… https://t.co/A64U860bA7,0
@C5_CDMX @AICM_mx @GobCDMX @RedFM921 @SergioyLupita @RedVialRC @ImagenTVMex @asilascosasw @CiroGomezL @MrElDiablo8… https://t.co/AEWuJpRwiY,0
Mañana regresamos a casa a pasar las fiestas y @MatiServedia no podrá comer nada porque @Iberia no le puede ofrecer… https://t.co/sX1kZjIDMb,0
@Milenio @Iberia @Iberia_en @IberiaPromos IBERIA PERDIÓ MI MALETA HACE 5 DIAS CON MIS MEDICAMENTOS ADENTRO Y NO ME… https://t.co/RzOqW8p6oJ,0
"@Iberia Qué buenos tiempos del B-747, el avión por excelencia. Volveremos a verlo de nuevo en IB?",1
Vergonzoso. @Iberia cancela el vuelo Chicago-Madrid del 21 de diciembre porque si. Y a los que viajamos para un par… https://t.co/tNJivzcrTl,0
@Rayv_ @DcgDidi @JouiChange @SindyTakanashi @Desahogada @Ryanair_ES ¿Cuándo he dicho yo que Ryanair haya actuado bi… https://t.co/2Xe1MeAGbV,0
"Pués, fué tan desagradable que yo no gastaría dinero en IBERIA.",0
Un pasajero sale por la puerta de emergencia de un avion de Ryanair cansado de esperar mas de una hora https://t.co/vQcdczONjB,0
@Iberia RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… https://t.co/7PpZ0N5j1w,0
"@Iberia No atiende las reclamaciones de indemnización por retraso superior a tres horas, a pesar de saber que TIENE… https://t.co/qNrBptSeDo",0
Me consta que es una vergüenza. https://t.co/bkzqzs8POC,0
@Sr_JOF @Titan123TJ @_LaCompagnie @Iberia A mi me suena que hace tiempo llevó al Barça desde El Prat a un amistoso en el Golfo.,1
@luismipedrero @laventana @PodiumPodcast @Iberia Mil gracias Luis 😘😘😘,1
"Qué placer viajar con Ryanair
La nueva política de equipajes de Ryanair entrará en vigor el próximo mes… https://t.co/D65rdXpus8",1
"Hola @Iberia. He hecho check in con la app, después de muchos meses y la experiencia ha sido brutalmente buena. 👌🙂👏🏻",1
@ALSA_Autobuses Hola! Mi vuelo Viena-Madrid va a salir con 15 minutos de retraso gracias a @Iberia Tengo un billete… https://t.co/cxE2qXR5y3,0
"@mewimausi Ahorrar está sobrevalorado, a mi Ryanair me está poniendo ojitos",1
@Ryanair me siento estafado,0
Deberían quitarles la licencia y que sean otras compañías más serias las que ocupen su lugar. https://t.co/sMqaSkFwfe,0
Ryanair pide a sus #pilotos que abandonen sus planes de #huelga https://t.co/pw1HBEZDsz @Ryanair_ES,0
@mariajo_suarez @Iberia Yo puse una reclamación una vez porque @Iberia me metió en un avión que parecía de la Primera Guerra Mundial!!!!,0
@Iberia @favio_castro Felicitaciones,1
@Eduspalace @Fjlopezm @Iberia Buen despegue!!. A veces veo spotters en esa zona,1
"IAG transportó un 4,1% más de pasajeros en 2017 gracias al empuje de Iberia https://t.co/X5HJCnkxKY",1
@Iberia Felices fiestas!!! Es una pena que ya los venezolanos no podamos volar con ustedes. Mi experiencia siempre… https://t.co/tqImpDY5TE,1
Primer vuelo de mi vida perdido gracias a la ayuda de @Ryanair @RyanairFlights #worstflightcompany,0
"Descubre Shanghai, Vuelo Directo con Iberia, 5 días desde 963€ Tax Includ https://t.co/3i2tQ6PHY4",0
Los de Ryanair son un poco guarretes jajaja no volaba cn ellos ni aunque me pagaran. https://t.co/rFm7BsKggZ vía @CincoDiascom,0
Gracias @Iberia por el regalazo de navidad! 🎄🎁 #Upgrade a #Business en un vuelo de 10 horas no tiene precio! 🙏🏻,1
"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/eiq5JFzWJh",0
@Iberia buenas noche🌟🌟 https://t.co/ry0HJYzHDg,1
@Zane_GH Pues menudo timo @Zane_GH @ibexpress_help @iberiaexpress @Iberia,0
@SilOsitos @Iberia Que verguenza! Dentro de lo malo quedo en un aeropuerto donde maneja el idioma. Que la puedas abrazar pronto.,0
"Ryanair y United, peores aerolíneas de 2017 según la consultora brintánica Which?
https://t.co/qDrAIaOtp3",0
"Ale, a Gatwick.

Iberia, panda de INÚTILES REDOMADOS",0
"El viaje de la semana pasada a San Francisco me sirvió para subir de categoría @Iberia Plus. Mañana, maleta extra y… https://t.co/N9FKOqcDvs",1
@luisangelmate @Iberia Madre mía..... mana de gilipollas,0
@AirNostrumLAM origen del vuelo Turín en avión de Iberia Airnostrum para su conocimiento. Tomen nota https://t.co/cacniDpvzz,0
@MrGalisteo @WhimperSpain ¡Dios mío! Hablando así inglés se parece a las azafatas de Iberia !,0
Iberia regala smartphones a los 200 pasajeros de un vuelo. La Chispa | Revista de turismo https://t.co/m9MW5qGpc0: https://t.co/Ta2BIZYSk3,1
@AeroAsturias @aena Hoy en el aeropuerto en la ventana de @Iberia @iberiaexpress nadie sabía nada de los vuelos a H… https://t.co/sNKcbENt0m,0
@Ryanair_ES @Ryanair Hacemos alcanzable lo inalcanzable #Ryanair,1
A qué esperan Renfe e Iberia para suspender todas sus relaciones de transporte con CataluÑa?,0
"Todo en exceso es malo, menos ¡viajar! #HolaEuropa ...Bienvenidos @iberia quiero disfrutar con ustedes de una exper… https://t.co/XFRjjSolwG",1
"@noticias_cuatro @oscardiazdliano Claro, como Ryanair q decían q iban de pie y resulta q es la cía que ha tenido q… https://t.co/flgsAPiRB6",0
"Con el asco que le tenía a @Ryanair hace años, hoy está siendo todo muy smooth. ¿Me harán cambiar de opinión? 😂",1
Ryanair desaloja a varias chicas de un avión por comportarse como “animales” https://t.co/08Y3NrvMzh,0
DHL coge el toro de la tecnología por los cuernos https://t.co/rcdcu6BGij,1
"Pues vale, molt be, pues adios... @vueling https://t.co/oyf00m8F7u",0
La decisión de Ryanair sobre el equipaje de mano que va a enfadar a la mayoría de sus clientes https://t.co/Rxwoyamqk3,0
Recibo por mail el resumen de la tarjeta: 150€ por cinco horas de Wi-Fi! Gracias Iberia 😒,0
@ertenembaum fíjate que pasa con la ruta que AA deja hacer a BcN  tiene 94% ocupación pero Iberia fue beneficiada,0
The latest El Australiner Diario! https://t.co/9fkwidNWQN #airbus #iberia,0
"#Semana155M4
Puto Ryanair !!! Otro vuelo que cancelan..
 https://t.co/41HO1bRSyN",0
"@facua Pueden ayudarme con una maleta perdida por iberia? por favor, no hacen nada por buscarla y el telefono de reclamacion es un 901",0
"@Iberia @scoobymedina Le doy RT, pero me parece de cuarta que exigan RT para hacer eso",0
@iberia tenéis suerte de ser los únicos prácticamente que voláis a Melilla porque mi maleta ha llegado 2 días tarde… https://t.co/GnKeOxSYj4,0
@Miguelmoralnjo @aegve_ @Iberia @Enterprise @GrupoNexo @nhhotelses Que grande! #supergex,1
La mejor presentación que he visto en todos los vuelos la realizada hoy en el IB3878 x su comandante F. Sanz. Felicidades @Iberia,1
(AsíNoMás) Pilotos amenazan con nuevas protestas en contra de Ryanair en Europa  ▶️ https://t.co/d77r93warX,0
@Iberia puente aéreo de las 8am son las 8:30 y aquí seguimos enganchados al finger... pueden hacer su trabajo y vol… https://t.co/d5xVtUiAWv,0
@Iberia @Iberia han volado cn su compañía?1experiencia única xasus pasajeros!!Se l recomiendo xa qtomen note y empi… https://t.co/p3chDDxdxv,0
"El canal Smithsonian reconstruye en vídeo el accidente aéreo de Spanair en Barajas, el más mortífero en España en…… https://t.co/gZseTq8eZe",1
Lo peor del asunto e q @Iberia miente. Un día te dicen q ya llegó a Londres y otro q todavía está en Madrid. Creí q eran más confiables,0
Viajar con #ryanair seria como otra aerolinea cualquiera si no fuera por lo plastas que son con las ventas a bordo y el altavoz a todo taco,0
"Llego a Santo Domingo y espero mas de una hora por mis maletas, 2, y resulta que como @Iberia ha tenido esa escala… https://t.co/kJlkQYl2l1",0
"@Iberia Si siguen mirando el historial, también les contacté hace meses preguntando por esos $2000 que me robaron y nunca me contestaroná",0
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/UuPp91F4G9,1
Ryanair retrasa hasta el 15 enero su cambio en la política de equipaje de mano https://t.co/iBxs4eOYLT,0
Aquí seguimos @Ryanair. Seguimos esperando. ¿Va a manifestarse alguien? https://t.co/VLUH8nNqyH,0
@Iberia RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… https://t.co/lWcxU5NONu,0
Esto de las #AerolineasLowCost no estará llegando demasiado lejos? 🤪🤪🤪 https://t.co/6eA8EeA0es,0
"El personal de tierra de Ryanair en España convoca huelga para el 30 de diciembre

https://t.co/mmvMjemRBP",0
pero vosotros os podéis creer que pago un vuelo de iberia para sentarme en el único asiento roto que tienen????,0
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/LtHwskJxAS,1
"Impresionante la mierda que puede ser a veces viajar con #iberia. Cojo el avión con tiempo y reserva de asiento, ll… https://t.co/8cSM8xuBcP",0
Creo que lo dejaron queriendo para que los dueños de Ryanair se lo metan por el culo. Merecer se lo merecen...me da… https://t.co/KKa6ECDryz,0
@algoqrecordar @Iberia @bebeamordor @lacosmopolilla @viajarlocura @MadridTB @PequenoGulliver @elmundodemagec… https://t.co/fEONkDLtjA,0
#Iberia expandirá en verano su frecuencia de vuelos a #PuertoRico https://t.co/rXVVtlf9z2 https://t.co/MUX51cQqVE,1
"14 de septiembre de 1927
@Iberia inaugura la linea aerea Madrid-Barcelona
Felices 90 años volando
Por muchos mas https://t.co/MJFLpId83w",0
@Iberia RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… https://t.co/cGb78ZHMqW,0
"@Iberia Chrome 56, y las ultimas versiones de Firefox y Safari (Mac). La web principal no inicia sesión después de… https://t.co/gXLkUX3Ifu",0
"@Iberia si no me responden los demandao, LEVEL es la peor porquería e IBERIA NO se hace cargo",0
@iberia no puedo viajar la vuelta ni avisando que no puedo volar la ida. Alguna solución para algo que les genera cero perjuicios? Gracias,0
Así agradece Iberia a sus tripulantes que vuelen el día de Navidad alejados de sus familias...1 triste paquetito de… https://t.co/fgsA47QxxQ,0
Ryanair analizará con el Consell las ayudas a otras firmas y prevé crecer un 50 % en València https://t.co/GcBiDPLWyI vía @levante_emv,1
LogiNewsEs: Iberia lanza nueva ruta a Managua en octubre de 2018 https://t.co/9LxwerbE8i https://t.co/RYg9lpbZeP,0
@infobae Hola iberia!!! Que justo el corte de vuelos a barcelona. Mmmm,0
"Gracias @Iberia por vuestra maravillosa organización y por la media hora de espera de nuestras maletas, y aquí segu… https://t.co/XMJxisIb64",0
@iberiaexpress Y el sentido común es jamás elegir a Iberia para tu viaje.,0
"@Ryanair De verdad, a sinvergüenzas, timadores y caraduras no les gana nadie.",0
Ryanair reconocerá a los sindicatos de pilotos como interlocutores https://t.co/2QEtA2USjs,1
@jri2 @consuleduc @Iberia Te felicito Jose.,1
"@hookerdiferente @Ryanair @LosMorancos Pero que eso tiene fácil solución. Pagas más y vuela con otra compañía.

A m… https://t.co/J88dhqPXXH",1
"@BuscandoaCochet @Iberia Eso es así!!! Pero es por la proximidad en el teclado, eh??",0
"@Iberia Si fuerais animalistas lo haríais sin más. No por 2000 RT. Eso sí, a los 150 pasajeros del vuelo @iberia… https://t.co/SiDtICv60Y",0
"@Iberia hoy me comunican, a las dos y algo de la tarde, que no hay otra opción que no sea volar el día 28 (MAÑANA!).",0
"@Iberia Si! Si! Es verdad!!!!
#MeGustaVolar 
#megustavolariberia",1
"@Iberia Pues nada, que ni una respuesta, os laváis las manos y al cliente que le den... 
@consumidores @facua Iberi… https://t.co/5RufJXMTQY",0
"@vueling Lo he hecho tres veces ya, enviando un correo a la direccion indicada oexvy@iberia.es  y nunca obtuve resp… https://t.co/gfwJZPXu3s",0
Me pregunto si alguien de IBERIA o  Air Canada estarán buscando mi maleta o estarán tranquilamente preparándose para nochevieja.,0
Llamen a estos que la CGT esta en cualquiera. https://t.co/iB6d1moVqP,0
@wicho @Iberia A veces me ha pasado. Incluso reservar con  agencia (logitravel) y me cancelaron el viaje porque no podían coger esa tarifa..,0
Ryanair tarda menos de dos horas en amargar la oferta aniversario de Iberia Express https://t.co/VJJKdbO0tz,1
"Le dan ideas a Volaris,  Vivaaerobus y Calafia https://t.co/y88LKbwLQN",0
Señores de @Iberia intenten entender el motivo de mi reclamación antes de emitir respuestas estándar. No debo pagar… https://t.co/dlBWcie5H4,0
@JuanManSantos Q es un servicio esencial? De ahora en adelante cualquier paro será calificado así se acabó el derec… https://t.co/Y8J3fhKras,0
@Iberia Espero que se resuelva en tema cuanto antes Gracias,0
@Iberia No puedo volver a los asientos gratis porque parece que está lleno el avión y los que íbamos a coger no est… https://t.co/1Wch0Oxjhk,0
"@aguilar_adolfo @Iberia Tampoco tienen en cuenta, al asignarte asiento las preferencias que tiene el viajero en su… https://t.co/qFqsgEzsLK",0
"@Iberia Pues de momento siguen sin aparecer y son artículos que necesito, así que si mañana no sé nada, buscaré car… https://t.co/NzIBGLHVUd",0
"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/QtWJpHrLg0",0
"#fraude Denuncian a Ryanair por ""fraude de ley como una casa” https://t.co/hY0YL3DNGP",0
Lo de @Iberia con los avios es de una cara como el cemento armado,0
Ryanair busca convertirse en el “Amazon de los viajes” desde sus oficinas en Madrid. Ryanair ya ha inaugurado sus o… https://t.co/vqCfMgxIVg,1
@Iberia me parece mal q el servicio de atencion al cliente con respeto a reclamaciones se este gestionando tan lent… https://t.co/6Tqc2VAYWa,0
@Iberia En el call center no atiende nadie!!! Me canse de llamar!!!! Necesito q se contacten conmigo para solucionar este problema!!!!,0
Primer #duelodemarcas: Ryanair vs easyJet https://t.co/JtvZsH17zg vía @YouTube,0
@robinfood @Iberia Pues a mi les reclame un daño en mi equipaje y no me hicieron ni caso por no rellenar un formula… https://t.co/ue2dyeqxXZ,0
@ConchiiSnchez @Iberia 21 días para darte una respuesta sobre un dinero que no deberían haberte quitado? Y cobrar 2… https://t.co/yqlMVyxET2,0
"@Iberia @iberiaexpress Hola, problema técnicos? Qué ocurre? https://t.co/IrJjeAu2mE",0
"Por un retraso de una hora de @Ryanair_ES @Ryanair en Stanstead, mi novio no llega a su conexión en @AeropuertoBCN… https://t.co/THIwx8aow5",0
"Cansado de esperar, un pasajero sale y se sienta en el ala de un avión https://t.co/Y63n3ruqYF",0
No hay nada como unas galletas de Palencia para acompañar @Iberia #AguilarDeCampoo https://t.co/hp3ndRldEr,1
"@mauricioperdav La gente obesa no hace dieta ni para salvarse la vida, obviamente no lo harán por los pasajeros de… https://t.co/KZGUjIPljI",1
Un hombre desespera y escapa de un avión de Ryanair por la puerta de emergencia https://t.co/RKfmUVnlSQ https://t.co/b0bZanCK8l,0
Vuelo asturias madrid no dejan subir equiaje de mano a viajeros a madrid #iberia #ocu #FelizJueves #sinvergüenzas,0
Nueva ruta a Copenhague para volar desde Sevilla con Ryanair en marzo https://t.co/V1xcG8HI4n https://t.co/DhFs3ZkVBe,1
Cuando te toca volar con Ryanair #OTGala9 https://t.co/WiSa57RCow,0
Famoso @Iberia por sus desastres en #Servicioalcliente En mi caso me hizo perder una importante conferencia por can… https://t.co/Rowh4JUu8n,0
"Super utile😊
#ryanair #viaggiare #meetworld https://t.co/WPwNCAfo95",1
Después de 25 minutos de espera al 901 de #iberia y que te digan que no soluciona tu problema no tiene precio......… https://t.co/ejQDI37MZf,0
Si súper puntual 🤣🙄 https://t.co/uWMn7Wtgix,1
Iberia tendrá más vuelos semanales entre San Juan y Madrid https://t.co/jR7oUy3nTy https://t.co/c4bd9wIQz6,1
@Iberia Quieres que te envié un mensaje directo. Estoy intentando comprar billetes y llevo 2 horas esperando respue… https://t.co/aSerJNd7dy,0
"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/qhIAiFX3uY",0
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/URGeo57TqO",1
@Iberia @BBVABancomer RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEM… https://t.co/RYsCmrVUpU,0
Oleada de huelgas en #Ryanair estas #Navidades https://t.co/piOLnSs4Un,0
@Iberia Feliz año nuevo IBERIA.,1
"@Iberia Se como funciona el tema de un equipaje perdido, me sorprende que la prioridad en este caso, no sirva de na… https://t.co/gucbpehTk7",0
"Las mejores ofertas de empleo IT de España: Endesa, Mercadona y Ryanair https://t.co/ioS1GcJYtW",0
@Iberia Muchas Felicidades🎂 y a seguir volando muy alto!!!🎉,1
@iberia una verguenza hay que hacer check in online desde pais destino xq vuestra web no funciona gracias x corregir nada,0
"La maravillosa aventura de viajar en avión con la bici, capítulo 2637473930. https://t.co/do6xll5Gia",0
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/zGLcIRxwPe,1
"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #VIDEO https://t.co/tG22njBvMJ",0
@Iberia 14 minutos con el nuevo y en espera,0
@Radiohen #TipicoDeNavidad @Iberia perdió mi maleta hace 5 días y no saben dónde está. Tengo medicamentos que no es… https://t.co/76oP75n73R,0
@Iberia  siempre viaje por Iberia.Ahora con profundo dolor no puedo viajar a España por altos costos pasaje.trágico desamparo,0
¿Conseguiré la hazaña que es volar a Tenerife Sur en Ryanair sin encontrarme a nadie?,1
@ILopezMunoz @josue112014 @jmanatol @AlexValeroLEVC @airspottersORG @Ryanair No es por vacilar pero tiene toda la pinta de ser un vueling 😂,0
"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #VIDEO https://t.co/iqb0f8KzKn",0
@Iberia ayudanos a recuperar nuestro equipaje que olvidaron en Madrid. No nos han dado mayor información.,0
@n_larenas @AeropuertoUIO @Iberia @De_aviacion @aviationcommons @AviateAddict @Aviation_Pics @iLove_Aviation… https://t.co/74PyXvoHEg,1
"La polémica esta servida

https://t.co/TwoO3BD1jz",0
Buen dia @Iberia ! Seguimos esperando que nos devuelvan la valija que nos perdieron el sabado 21/10/2017 vuelo IB6845 con recuerdos de viaje,0
"@SamsungEspana @Iberia Ya se lo podían dar a los comerciales q los venden en los distintos puntos de venta, iban a… https://t.co/fbBWbzzXFQ",0
"@ForondaNews24h @Airbus @Iberia vuelos regulares, ejem, regulares, ejem... RYR ha tenido muy buena aceptación... Po… https://t.co/u4RHBHJJMr",0
@flavio_amato @vickyulf Iberia va ser lo mismo con sus 340 el año que viene. Son aviones que gastan mucho combustible.,0
Stop calefacción del infierno Ryanair.🔥🔥🔥,0
"@Iberia ATT. AL CLIENTE, POR FAVOR, EFICACIA. MERCI",0
Ryanair tarda menos de dos horas en amargar la oferta aniversario de Iberia Express https://t.co/QT1DVPU9tB vía @CincoDiascom,1
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/w89S9Z3QyD",1
"@klopalb Pues Ryanair parece que sigue comprando aviones, porque en el que estoy ahora es nuevisimo",1
"@Iberia @Iberia_en @iberiaexpress Además de que aquí no hay un mostrador, nadie que ayude o pueda dar una idea de q… https://t.co/WbB3TqTQX1",0
"Estacionado desde hace casi 10 años en Barajas, este MD-88 EC-FOF ex Iberia volverá a volar… https://t.co/ZW146FrFQb",0
@SirChandlerBlog @InfoViajera @PromosaereasAR Gente.. Me podrán ayudar? No puedo desde hace unos días comprar equip… https://t.co/ynMly0Pe1u,0
escuchando a Jiménez Losantos me entero de que Iberia abre un nuevo vuelo Madrid-S. Francisco. Perfecto para traer a cineastas de vanguardia,1
A quién se le puede reclamar por este retraso? Había pensado ir a la ventanilla de Iberia... #DuiARV https://t.co/wX1g2lp0pz,0
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/prDAmG1qhy",0
@Iberia Manda narices que nos obliguen a meter la maleta en la bodega cuando ahora todos están subiendo sus maletas… https://t.co/NNuITAEHtL,0
#FelizMartes @Iberia  te trae a #Madrid #gratis !!! https://t.co/ckNYRu3Zmq,1
"@Iberia @IDEAoffice @RAEinforma Yo sé que de pronto, fastidia que alguien ande corrigiendo a todos; pero es bonito… https://t.co/4HM3HbKd1i",0
"@Modoavion85 oye y para que aerolínea buenas ?
Interjet?
es mexicana o extranjera ?
Iberia?
o cual ?",0
"No solo en Colombia, @Acdac1 Las amenazas de huelgas en Ryanair se expanden por Europa https://t.co/AKBgVw03ih",0
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/TCYA8Sm0Cb",1
Aquí en el aeropuerto De Santiago de Compostela dentro de un avión de @Iberia con un sensor q falla y sin poder vol… https://t.co/gsQelDKtxk,0
@internauta2009 @Iberia @fdeaguilaramat @RocioEnTuiter @MaraECMara @MargotAB @sanbarragan @luisevanegas… https://t.co/yzsAWN1WmT,1
Se ha juntado la oferta de Alsa con la de Ryanair y ahora tengo que decidir si quiero ir a Madrid o al resto del mundo,0
"@Iberia Hola, cambié las fechas y ya funcionó, gracias! :)",1
"@Iberia he puesto 3 reclamaciones 1-1UMWDL0, 1-1V2IVAV y 1-1VFZ23HW para que me devuelvan el dinero de los asientos… https://t.co/HTzEbyQ1Td",0
"@ArielShocron @Iberia @wicho Es que en la ruta a NRT se pueden ver cosas muy interesantes además de esa Soyuz, como… https://t.co/h5xrcJvYOh",1
@flycareIT en mismo vuelo emde @Iberia peerdieron 15 valijas. Pierden en @Iberia valijas a diarui y no las devuelven,0
"Una cosa es que no puedas disponer de plazas juntas por falta de espacio, y otra muy distinta es jacerlo simplement… https://t.co/drqpSdKZXb",0
Por favor @Iberia dejad de ofrecer puente aéreo con @vueling porque el servicio es lamentable. Me asignan un asient… https://t.co/1JweFRZ144,0
RT RobertoHermida: UltimaLlamada_ Iberia Y los tiran y todo https://t.co/KRCTuu67Jj,0
@Iberia @AirNostrumLAM por SMS solo me han confirmado estas dos entregas (qué si han llegado)pero el mensaje me lo… https://t.co/qgmbrxHq1i,0
@Vicmuca @Iberia a mi me hicieron lo mismo y me la perdieron. @Iberia,0
"@SirChandlerBlog @Iberia La ""nueva"" iberia....o como hacer hacer una campaña de marketing para posicionar a la marc… https://t.co/BsuJtAGKjE",0
"@Iberia ¿funciona el código QR en una imagen/foto?porque desde la app no me sale dicho código, y solo me llego una… https://t.co/e6PjXUEZZ2",0
@Iberia Y por supuesto habrán al menos otros veintipico días de espera...,0
"Iberia apuesta al mercado argentino
https://t.co/pXLgPSK833
#AviacionAlDia #vuelos #españa #Argentina https://t.co/lckijPonVE",1
"Oye @Iberia , muchas gracias por arruinar las vacaciones de mi familia con un vuelo overbooked.",0
@linwer @Iberia @josue112014 @josechulopez1 @juanjearanjuez @jmanatol @Franjosmir @ALCspotters @basquespotting… https://t.co/R3Whojasgc,1
"Si no sabéis organizar conexión de vuelos, @Iberia y @AirNostrumLAM podríais dedicaros a otra cosa.",0
"Iberia deja de ponerme público amiga, que tu no entiendes que veo vuelos en internes pero son de rayanair que los tuyos son tope caros tía",0
@Iberia En esta y en todas las otras. Es absurdo no cuidar de los clientes y tener pequeños grandes detalles con ellos ( nosotros),0
"@Iberia hay algún error en vuestra página web? Al escribir origen, destino y fechas, vuelve a cargar la página de i… https://t.co/9afjzrJsrY",0
Cómo me cuida la tripulación de .@iberia 6252 🙏 #TrendingNow #nycgo #visitspain https://t.co/PSOH24G3Cx,1
"@Avianca Estoy sorprendida por tanta quejadera de una nuestras aerolineas, Avianca ha sido es y será una de las mej… https://t.co/q1mYY8ZBMp",1
"En 2018, Iberia tendrá más vuelos y clase Turista Premium https://t.co/44GXW1rjO2 https://t.co/aI0dJln66U",1
@RobertoHermida @Iberia Pues vaya con los “vuelos críticos”... habrá que evitar volarlos con @Iberia entonces para… https://t.co/7FzyHLuznH,0
Así se bajó un pasajero de RyanAir harto de esperar para desembarcar https://t.co/qGvdIkjtJt via #Hipertextual https://t.co/iQSPiNu2Kr,0
@Iberia Iberia y su filial Vueling q excelente experiencia en mis dos viajes a Europa,1
Gracias Ryanair por hacerme esperar dos horas más.,0
Madre mía el azafato de Iberia😍😍,1
Iberia Express añade Palermo y Mykonos a sus destinos de 2018 https://t.co/h8lK1aBjWB https://t.co/GrVAvH1Veo,1
Como ryanair me cancele el vuelo a Milan... https://t.co/49di9Vg1Hi,0
@Renfe Decir que @Ryanair (El Niño de clase desordenado del que todos se quejan) es el único que a cumplido su prom… https://t.co/RWkAM5ayEm,1
"@paconadal @Iberia El problema es que @Iberia se cree intocable. Yo los evito y a ser posible elijo @emirates , tra… https://t.co/xxqkeCrIYJ",0
Esperando q el puto @Ryanair despegue y se porte como debe https://t.co/bZwmPZzVuN,0
@IvanKildoff @Iberia @Flor_Colman No va a quedar nada en pie.,0
De puta madre que haya huelga en ryanair a partir del 20 de diciembre oye. Cuatro meses sin pisar casa ni ver a un… https://t.co/7CyEiTOlgd,0
Nos vamos de viaje para Roma en Iberia https://t.co/ML6rXlDQSm,1
